participant_id,age,gender,condition,light_lux,noise_db,n_back_level,trial_number,reaction_time_ms,correct
P10,19,Male,Baseline,406.4,38.4,2,18,750.6,1
P10,19,Male,Baseline,410.7,36.4,2,19,661.6,1
P10,19,Male,Baseline,452.6,35.8,1,20,596.8,1
P10,19,Male,Baseline,522.1,39.8,2,21,563.1,1
P10,19,Male,Baseline,426.2,37.1,1,22,597.4,1
P10,19,Male,Baseline,439.0,37.6,1,23,638.3,1
P10,19,Male,Baseline,482.9,35.0,1,24,518.9,1
P10,19,Male,Baseline,496.4,39.3,2,25,594.9,1
P10,19,Male,Light,1107.9,32.3,2,1,1048.9,1
P10,19,Male,Light,1138.4,39.6,2,2,910.4,0
P10,19,Male,Light,1200.3,41.3,2,3,1049.0,1
P10,19,Male,Light,1227.8,34.6,1,4,899.1,1
P10,19,Male,Light,1131.8,34.8,1,5,776.1,1
P10,19,Male,Light,1312.0,43.6,2,6,1154.7,1
P10,19,Male,Light,1212.2,36.6,1,7,975.0,1
P10,19,Male,Light,1155.4,37.5,2,8,974.4,1
P10,19,Male,Light,1221.0,39.9,2,9,1138.9,1
P10,19,Male,Light,1262.3,40.2,1,10,968.4,1
P10,19,Male,Light,1141.9,39.6,2,11,1066.6,0
P10,19,Male,Light,1190.5,42.6,2,12,958.9,1
P10,19,Male,Light,1222.9,40.4,2,13,1060.3,1
P10,19,Male,Light,1092.1,40.6,2,14,865.3,1
P10,19,Male,Light,1024.8,38.9,1,15,791.0,1
P10,19,Male,Light,1150.1,35.5,2,16,956.1,1
P10,19,Male,Light,1148.2,30.7,1,17,866.0,1
P10,19,Male,Light,926.3,42.5,2,18,759.0,1
P10,19,Male,Light,1211.9,36.1,1,19,1027.7,1
P10,19,Male,Light,1052.2,34.8,1,20,882.8,1
P10,19,Male,Light,972.9,33.7,1,21,776.3,1
P10,19,Male,Light,1139.4,36.5,1,22,890.2,1
P10,19,Male,Light,1004.2,43.6,1,23,640.6,0
P10,19,Male,Light,1053.6,36.4,2,24,843.4,1
P10,19,Male,Light,1087.0,39.7,2,25,889.4,1
P10,19,Male,Noise,445.4,74.4,1,1,693.8,1
P10,19,Male,Noise,453.6,76.4,2,2,725.5,1
P10,19,Male,Noise,523.8,64.4,2,3,693.8,0
P10,19,Male,Noise,490.4,78.5,2,4,761.2,1
P10,19,Male,Noise,493.1,68.2,2,5,727.7,1
P10,19,Male,Noise,478.9,67.7,2,6,740.4,1
P10,19,Male,Noise,442.1,83.1,1,7,708.9,1
P10,19,Male,Noise,484.7,63.3,2,8,667.9,1
P10,19,Male,Noise,498.9,70.8,1,9,760.0,1
P10,19,Male,Noise,541.1,73.1,1,10,700.6,1
P10,19,Male,Noise,486.1,65.6,1,11,628.4,1
P10,19,Male,Noise,524.9,67.6,2,12,683.2,1
P10,19,Male,Noise,494.3,63.5,2,13,718.2,1
P10,19,Male,Noise,472.0,62.3,2,14,697.5,1
P10,19,Male,Noise,438.9,64.2,2,15,682.5,1
P10,19,Male,Noise,558.2,69.8,1,16,680.7,1
P10,19,Male,Noise,456.1,57.1,2,17,701.8,1
P10,19,Male,Noise,474.5,71.7,1,18,582.3,1
P10,19,Male,Noise,434.5,76.9,2,19,628.3,1
P10,19,Male,Noise,474.7,65.6,2,20,635.0,0
P10,19,Male,Noise,492.5,70.4,1,21,704.3,1
P10,19,Male,Noise,468.7,71.1,1,22,578.7,1
P10,19,Male,Noise,487.3,74.4,2,23,689.2,0
P10,19,Male,Noise,490.0,68.3,1,24,633.7,1
P10,19,Male,Noise,429.3,67.8,1,25,624.1,1
P10,19,Male,Both,1091.8,74.4,1,1,942.3,1
P10,19,Male,Both,1094.5,59.5,2,2,975.4,1
P10,19,Male,Both,1024.8,67.2,1,3,840.2,1
P10,19,Male,Both,1131.1,69.8,2,4,1119.7,1
P10,19,Male,Both,957.8,64.5,2,5,831.9,1
P10,19,Male,Both,1117.1,61.0,2,6,930.3,1
P10,19,Male,Both,934.5,70.6,2,7,913.9,1
P10,19,Male,Both,1184.8,65.9,1,8,964.3,1
P10,19,Male,Both,1133.3,57.2,2,9,1015.1,0
P10,19,Male,Both,1110.1,62.6,1,10,954.6,1
P10,19,Male,Both,1100.7,64.2,2,11,996.8,0
P10,19,Male,Both,1140.6,70.9,2,12,1040.3,1
P10,19,Male,Both,1042.4,69.1,2,13,996.5,0
P10,19,Male,Both,1208.6,64.9,2,14,1157.6,0
P10,19,Male,Both,1068.5,80.1,2,15,993.7,1
P10,19,Male,Both,1025.0,76.9,2,16,952.6,1
P10,19,Male,Both,1125.8,65.4,1,17,1024.7,1
P10,19,Male,Both,1121.6,67.8,1,18,1000.4,0
P10,19,Male,Both,1035.9,76.5,2,19,941.6,1
P10,19,Male,Both,1068.0,76.8,2,20,989.1,1
P10,19,Male,Both,1132.3,61.1,1,21,950.8,0
P10,19,Male,Both,1124.0,65.5,2,22,1104.3,1
P10,19,Male,Both,1179.7,64.5,1,23,1127.8,1
P10,19,Male,Both,999.2,63.4,2,24,911.9,1
P10,19,Male,Both,1227.2,64.3,1,25,1098.6,1
P11,24,Female,Baseline,512.4,37.4,2,1,567.4,1
P11,24,Female,Baseline,511.4,33.8,2,2,681.1,1
P11,24,Female,Baseline,483.0,42.2,2,3,651.3,1
P11,24,Female,Baseline,451.8,43.7,1,4,656.5,1
P11,24,Female,Baseline,551.8,32.0,1,5,627.6,1
P11,24,Female,Baseline,492.0,33.6,1,6,643.9,1
P11,24,Female,Baseline,490.9,30.6,1,7,637.6,1
P11,24,Female,Baseline,372.2,43.0,2,8,687.7,1
P11,24,Female,Baseline,519.8,35.3,1,9,627.7,1
P11,24,Female,Baseline,544.9,39.4,2,10,695.3,1
P11,24,Female,Baseline,429.7,40.6,1,11,630.4,1
P11,24,Female,Baseline,500.0,38.5,1,12,440.5,1
P11,24,Female,Baseline,505.7,39.8,1,13,700.4,0
P11,24,Female,Baseline,426.2,39.2,2,14,699.1,0
P11,24,Female,Baseline,494.5,34.4,2,15,645.1,0
P11,24,Female,Baseline,465.9,41.2,1,16,621.0,1
P11,24,Female,Baseline,468.2,39.9,1,17,695.9,1
P11,24,Female,Baseline,461.7,41.4,2,18,759.3,1
P11,24,Female,Baseline,468.3,41.0,1,19,594.7,1
P11,24,Female,Baseline,527.2,45.6,2,20,717.7,1
P11,24,Female,Baseline,477.8,40.2,1,21,625.7,1
P11,24,Female,Baseline,531.9,33.4,2,22,652.5,1
P11,24,Female,Baseline,559.6,36.3,1,23,588.6,1
P11,24,Female,Baseline,367.5,34.0,1,24,781.0,1
P11,24,Female,Baseline,435.8,37.8,1,25,667.1,1
P11,24,Female,Light,1138.9,35.8,2,1,1032.7,1
P11,24,Female,Light,996.7,31.0,1,2,751.5,1
P11,24,Female,Light,1131.3,33.2,2,3,810.0,0
P11,24,Female,Light,1052.8,35.6,2,4,875.4,0
P11,24,Female,Light,1098.1,37.8,2,5,905.5,1
P11,24,Female,Light,1023.5,38.7,2,6,833.2,1
P11,24,Female,Light,1142.7,36.2,2,7,1004.9,1
P11,24,Female,Light,1013.2,38.3,2,8,825.8,1
P11,24,Female,Light,1064.1,40.3,1,9,824.1,0
P11,24,Female,Light,1188.6,43.2,1,10,1089.5,1
P11,24,Female,Light,843.9,36.2,2,11,794.2,1
P11,24,Female,Light,1127.5,43.3,2,12,1028.5,1
P11,24,Female,Light,990.5,44.5,1,13,808.1,1
P11,24,Female,Light,1037.9,35.4,1,14,771.5,1
P11,24,Female,Light,1080.5,35.6,1,15,941.8,1
P11,24,Female,Light,1126.5,35.0,2,16,1005.8,1
P11,24,Female,Light,1090.6,42.3,2,17,952.0,1
P11,24,Female,Light,1051.0,30.7,1,18,895.9,1
P11,24,Female,Light,1142.2,36.6,1,19,899.3,1
P11,24,Female,Light,1142.6,35.8,1,20,896.1,1
P11,24,Female,Light,1263.6,41.5,2,21,1121.7,1
P11,24,Female,Light,1115.5,27.0,2,22,975.7,1
P11,24,Female,Light,1124.7,42.5,1,23,910.6,1
P11,24,Female,Light,1132.5,36.7,1,24,920.7,1
P11,24,Female,Light,875.9,36.4,1,25,730.1,1
P11,24,Female,Noise,516.0,72.1,2,1,742.9,1
P11,24,Female,Noise,475.8,67.6,2,2,732.7,1
P11,24,Female,Noise,510.1,61.8,2,3,627.0,1
P11,24,Female,Noise,490.0,70.5,1,4,615.5,1
P11,24,Female,Noise,455.6,68.8,1,5,636.0,1
P11,24,Female,Noise,487.2,82.3,2,6,813.1,1
P11,24,Female,Noise,528.2,69.8,2,7,812.3,1
P11,24,Female,Noise,544.0,69.0,2,8,606.9,1
P11,24,Female,Noise,506.2,66.8,2,9,697.3,1
P11,24,Female,Noise,477.1,68.2,2,10,730.6,1
P11,24,Female,Noise,446.0,69.6,2,11,671.6,1
P11,24,Female,Noise,480.5,77.9,2,12,816.8,1
P11,24,Female,Noise,355.6,71.7,1,13,782.9,1
P11,24,Female,Noise,494.0,72.2,1,14,681.4,1
P11,24,Female,Noise,481.0,70.7,2,15,815.1,1
P11,24,Female,Noise,426.9,77.9,2,16,758.0,1
P11,24,Female,Noise,477.4,68.3,2,17,753.6,1
P11,24,Female,Noise,487.0,56.2,2,18,815.9,1
P11,24,Female,Noise,503.2,61.1,1,19,633.1,0
P11,24,Female,Noise,456.6,71.8,1,20,673.8,1
P11,24,Female,Noise,470.2,74.4,2,21,706.2,1
P11,24,Female,Noise,436.5,63.9,1,22,596.2,0
P11,24,Female,Noise,399.4,62.9,2,23,769.1,1
P11,24,Female,Noise,439.9,60.3,2,24,670.5,1
P11,24,Female,Noise,514.7,72.5,2,25,733.2,1
P11,24,Female,Both,1067.9,67.0,1,1,1074.9,1
P11,24,Female,Both,1076.5,74.1,2,2,1020.7,0
P11,24,Female,Both,1077.7,60.0,1,3,981.4,1
P11,24,Female,Both,1150.8,63.6,2,4,1044.4,0
P11,24,Female,Both,1315.3,68.5,2,5,1239.0,0
P11,24,Female,Both,964.8,62.0,1,6,838.8,1
P11,24,Female,Both,1157.8,70.6,1,7,1006.9,1
P11,24,Female,Both,1127.2,64.9,2,8,1100.6,0
P11,24,Female,Both,1122.6,76.0,1,9,1041.7,1
P11,24,Female,Both,1155.9,60.7,2,10,1046.5,1
P11,24,Female,Both,1091.0,71.1,2,11,1133.6,1
P11,24,Female,Both,1055.4,57.6,2,12,986.8,1
P11,24,Female,Both,1310.6,74.2,2,13,1366.2,0
P11,24,Female,Both,1048.7,67.5,2,14,1042.9,1
P11,24,Female,Both,991.2,74.0,2,15,996.4,1
P11,24,Female,Both,1094.9,69.4,1,16,986.8,1
P11,24,Female,Both,1118.7,61.4,1,17,923.4,1
P11,24,Female,Both,1219.6,69.6,2,18,1256.6,1
P11,24,Female,Both,1008.9,76.7,2,19,1046.1,1
P11,24,Female,Both,1033.2,69.3,2,20,1050.2,1
P11,24,Female,Both,1137.1,65.4,2,21,1081.4,0
P11,24,Female,Both,1083.9,77.4,1,22,1046.3,1
P11,24,Female,Both,1184.4,73.6,1,23,1070.5,1
P11,24,Female,Both,917.8,73.6,1,24,885.9,1
P11,24,Female,Both,1160.9,63.5,1,25,1019.9,1
P12,29,Female,Baseline,490.2,36.0,1,1,571.0,1
P12,29,Female,Baseline,435.6,36.7,1,2,586.6,1
P12,29,Female,Baseline,423.5,42.0,1,3,545.4,1
P12,29,Female,Baseline,485.9,40.2,2,4,687.9,1
P12,29,Female,Baseline,503.5,38.8,2,5,731.0,1
P12,29,Female,Baseline,496.8,39.6,2,6,642.2,1
P12,29,Female,Baseline,513.1,31.8,2,7,596.7,1
P12,29,Female,Baseline,497.1,42.3,2,8,609.3,1
P12,29,Female,Baseline,482.0,34.4,2,9,612.6,1
P12,29,Female,Baseline,497.1,38.9,1,10,481.9,1
P12,29,Female,Baseline,497.0,34.7,1,11,613.0,1
P12,29,Female,Baseline,423.5,44.7,1,12,594.6,1
P12,29,Female,Baseline,442.6,36.0,2,13,682.4,1
P12,29,Female,Baseline,523.7,36.4,2,14,574.9,0
P12,29,Female,Baseline,375.0,37.5,2,15,690.3,1
P12,29,Female,Baseline,526.5,41.3,1,16,642.4,1
P12,29,Female,Baseline,520.6,32.1,1,17,531.5,0
P12,29,Female,Baseline,435.0,38.0,1,18,532.3,1
P12,29,Female,Baseline,407.7,29.5,1,19,631.3,1
P12,29,Female,Baseline,479.9,42.1,2,20,658.8,1
P12,29,Female,Baseline,523.8,35.1,2,21,635.5,1
P12,29,Female,Baseline,464.4,38.3,1,22,579.5,1
P12,29,Female,Baseline,512.1,34.1,1,23,561.1,0
P12,29,Female,Baseline,395.2,41.6,1,24,549.4,1
P12,29,Female,Baseline,460.9,37.8,1,25,564.4,1
P12,29,Female,Light,1103.9,39.7,2,1,919.6,1
P12,29,Female,Light,1031.4,34.1,1,2,796.0,1
P12,29,Female,Light,1171.0,43.2,1,3,871.8,1
P12,29,Female,Light,956.4,46.1,2,4,822.8,1
P12,29,Female,Light,1099.9,40.0,2,5,900.4,1
P12,29,Female,Light,1331.2,34.2,2,6,1131.4,1
P12,29,Female,Light,1204.2,37.5,1,7,966.4,1
P12,29,Female,Light,1189.0,36.5,1,8,981.5,1
P12,29,Female,Light,1076.5,38.0,2,9,938.4,1
P12,29,Female,Light,1158.5,41.2,1,10,877.4,1
P12,29,Female,Light,1117.1,32.3,1,11,856.6,1
P12,29,Female,Light,1049.0,43.9,2,12,947.2,1
P12,29,Female,Light,1108.1,34.3,2,13,927.7,0
P12,29,Female,Light,963.3,35.8,2,14,826.3,1
P12,29,Female,Light,1041.9,39.9,1,15,797.3,1
P12,29,Female,Light,1051.5,42.3,2,16,882.6,1
P12,29,Female,Light,1023.9,38.0,2,17,781.5,0
P12,29,Female,Light,1091.7,38.2,2,18,950.7,1
P12,29,Female,Light,1035.3,40.0,2,19,829.7,0
P12,29,Female,Light,1094.7,32.1,2,20,928.1,1
P12,29,Female,Light,1030.1,30.4,1,21,740.4,1
P12,29,Female,Light,1323.2,40.9,2,22,1155.0,0
P12,29,Female,Light,1306.0,37.2,2,23,1273.3,1
P12,29,Female,Light,925.9,35.3,2,24,778.6,1
P12,29,Female,Light,1399.6,33.7,1,25,1238.5,1
P12,29,Female,Noise,479.9,68.6,2,1,712.6,1
P12,29,Female,Noise,493.1,70.9,1,2,732.8,1
P12,29,Female,Noise,482.9,62.1,1,3,613.4,1
P12,29,Female,Noise,460.9,63.3,1,4,565.8,1
P12,29,Female,Noise,470.6,60.7,1,5,600.2,1
P12,29,Female,Noise,495.2,71.7,1,6,630.3,1
P12,29,Female,Noise,501.5,64.4,2,7,761.4,1
P12,29,Female,Noise,504.1,72.6,1,8,556.2,1
P12,29,Female,Noise,495.7,73.1,1,9,669.7,1
P12,29,Female,Noise,494.7,66.4,2,10,752.2,1
P12,29,Female,Noise,458.3,78.2,1,11,674.6,1
P12,29,Female,Noise,493.4,64.3,2,12,688.1,0
P12,29,Female,Noise,452.0,71.9,1,13,725.4,1
P12,29,Female,Noise,609.7,73.3,2,14,758.3,1
P12,29,Female,Noise,476.1,75.1,1,15,759.6,1
P12,29,Female,Noise,429.8,70.4,1,16,597.7,1
P12,29,Female,Noise,489.6,70.6,1,17,690.7,0
P12,29,Female,Noise,440.6,67.5,1,18,572.8,1
P12,29,Female,Noise,509.6,64.2,1,19,703.2,1
P12,29,Female,Noise,503.6,64.7,1,20,542.8,1
P12,29,Female,Noise,461.2,65.8,1,21,566.1,1
P12,29,Female,Noise,440.2,72.5,2,22,752.3,1
P12,29,Female,Noise,442.2,64.2,2,23,804.4,1
P12,29,Female,Noise,444.1,69.7,2,24,860.3,1
P12,29,Female,Noise,538.5,64.3,1,25,681.2,1
P12,29,Female,Both,1023.4,64.0,1,1,928.8,1
P12,29,Female,Both,1251.2,77.0,2,2,1196.0,0
P12,29,Female,Both,1171.3,63.1,2,3,1017.2,0
P12,29,Female,Both,1082.3,67.9,1,4,983.8,0
P12,29,Female,Both,906.8,69.3,2,5,907.0,1
P12,29,Female,Both,1034.5,63.8,1,6,975.9,1
P12,29,Female,Both,1018.6,70.6,1,7,928.2,1
P12,29,Female,Both,1139.9,69.5,1,8,1067.2,1
P12,29,Female,Both,1179.6,72.5,1,9,1076.7,0
P12,29,Female,Both,1118.8,69.0,2,10,933.8,1
P12,29,Female,Both,1033.2,62.1,2,11,1021.0,1
P12,29,Female,Both,1097.0,65.2,1,12,1005.9,0
P12,29,Female,Both,1080.0,68.0,1,13,993.5,1
P12,29,Female,Both,1094.2,65.9,2,14,984.7,1
P12,29,Female,Both,1292.4,66.4,2,15,1250.6,1
P12,29,Female,Both,1045.0,77.1,1,16,1045.9,1
P12,29,Female,Both,1130.7,67.7,1,17,961.9,1
P12,29,Female,Both,1189.7,67.9,1,18,1136.4,1
P12,29,Female,Both,1074.9,73.0,2,19,1089.5,1
P12,29,Female,Both,1033.1,69.9,2,20,1038.0,0
P12,29,Female,Both,1073.6,63.3,1,21,913.7,1
P12,29,Female,Both,957.7,59.9,1,22,837.2,0
P12,29,Female,Both,1143.7,73.9,2,23,997.8,0
P12,29,Female,Both,1068.8,71.7,1,24,955.2,1
P12,29,Female,Both,1215.6,60.1,2,25,1127.5,0
P13,26,Female,Baseline,500.2,41.1,1,1,561.9,1
P13,26,Female,Baseline,534.4,31.4,2,2,686.6,1
P13,26,Female,Baseline,469.7,33.2,1,3,527.3,1
P13,26,Female,Baseline,478.4,40.9,1,4,559.0,1
P13,26,Female,Baseline,484.0,42.0,1,5,511.0,1
P13,26,Female,Baseline,436.5,42.1,1,6,545.9,1
P13,26,Female,Baseline,456.4,37.7,1,7,623.1,1
P13,26,Female,Baseline,426.8,40.9,1,8,596.9,0
P13,26,Female,Baseline,451.7,31.6,2,9,729.3,1
P13,26,Female,Baseline,472.0,34.5,2,10,754.0,0
P13,26,Female,Baseline,451.0,40.3,2,11,729.4,1
P13,26,Female,Baseline,516.0,40.2,1,12,589.3,1
P13,26,Female,Baseline,474.4,34.1,1,13,643.4,1
P13,26,Female,Baseline,494.9,41.7,1,14,582.8,0
P13,26,Female,Baseline,498.9,36.5,1,15,541.4,1
P13,26,Female,Baseline,505.4,41.5,1,16,546.1,1
P13,26,Female,Baseline,458.7,38.1,2,17,706.7,1
P13,26,Female,Baseline,556.4,35.2,1,18,549.9,1
P13,26,Female,Baseline,469.8,28.6,2,19,632.9,1
P13,26,Female,Baseline,494.1,35.6,1,20,635.2,1
P13,26,Female,Baseline,449.3,36.0,1,21,545.4,1
P13,26,Female,Baseline,483.0,34.2,1,22,575.9,1
P13,26,Female,Baseline,486.8,39.7,2,23,665.4,1
P13,26,Female,Baseline,532.2,31.8,2,24,631.9,1
P13,26,Female,Baseline,463.9,38.3,1,25,651.4,1
P13,26,Female,Light,1167.8,40.6,1,1,903.8,0
P13,26,Female,Light,1084.0,32.4,2,2,936.7,1
P13,26,Female,Light,1096.3,35.1,1,3,910.5,1
P13,26,Female,Light,1116.6,39.4,2,4,908.1,0
P13,26,Female,Light,1156.5,33.2,2,5,1005.8,0
P13,26,Female,Light,1160.2,33.2,1,6,1034.9,0
P13,26,Female,Light,1198.7,39.3,2,7,990.2,1
P13,26,Female,Light,1084.2,40.2,2,8,919.1,0
P13,26,Female,Light,1124.6,40.0,1,9,876.4,0
P13,26,Female,Light,1262.5,48.0,2,10,1059.4,1
P13,26,Female,Light,1150.9,43.4,2,11,929.6,0
P13,26,Female,Light,1119.6,41.5,2,12,879.0,1
P13,26,Female,Light,1212.5,37.7,2,13,1086.9,0
P13,26,Female,Light,1015.4,42.1,1,14,838.6,0
P13,26,Female,Light,994.5,35.8,1,15,804.1,1
P13,26,Female,Light,1178.3,37.3,2,16,1032.0,1
P13,26,Female,Light,1193.5,39.6,2,17,1071.0,1
P13,26,Female,Light,1081.2,35.1,2,18,913.4,0
P13,26,Female,Light,1234.2,40.5,2,19,1114.2,1
P13,26,Female,Light,973.9,37.1,2,20,855.0,1
P13,26,Female,Light,1192.1,35.2,2,21,1009.0,0
P13,26,Female,Light,1177.1,36.4,2,22,1025.1,0
P13,26,Female,Light,1147.3,48.1,1,23,961.1,1
P13,26,Female,Light,931.4,36.1,2,24,836.1,1
P13,26,Female,Light,1197.5,30.9,1,25,1032.0,1
P13,26,Female,Noise,400.2,75.6,2,1,818.0,0
P13,26,Female,Noise,386.0,70.2,2,2,813.9,1
P13,26,Female,Noise,503.4,65.9,1,3,703.9,0
P13,26,Female,Noise,525.2,58.1,2,4,616.0,1
P13,26,Female,Noise,416.3,68.2,2,5,662.0,1
P13,26,Female,Noise,504.0,65.3,2,6,715.8,1
P13,26,Female,Noise,466.7,68.0,2,7,757.3,1
P13,26,Female,Noise,469.4,69.4,2,8,796.9,1
P13,26,Female,Noise,492.7,67.1,1,9,702.2,1
P13,26,Female,Noise,495.4,68.1,2,10,721.0,1
P13,26,Female,Noise,459.7,59.8,1,11,663.1,1
P13,26,Female,Noise,458.7,77.5,2,12,752.1,1
P13,26,Female,Noise,440.3,59.3,1,13,727.0,1
P13,26,Female,Noise,444.2,77.1,1,14,694.5,1
P13,26,Female,Noise,537.5,71.3,2,15,766.6,1
P13,26,Female,Noise,455.5,58.8,1,16,634.8,1
P13,26,Female,Noise,504.0,68.1,2,17,754.3,1
P13,26,Female,Noise,497.2,68.8,1,18,641.1,1
P13,26,Female,Noise,354.7,69.9,2,19,683.3,1
P13,26,Female,Noise,479.7,65.7,2,20,792.5,1
P13,26,Female,Noise,486.1,72.0,2,21,932.8,1
P13,26,Female,Noise,487.8,59.4,1,22,624.7,1
P13,26,Female,Noise,426.6,57.2,1,23,727.0,1
P13,26,Female,Noise,466.6,58.7,1,24,678.9,1
P13,26,Female,Noise,408.7,73.7,1,25,775.0,1
P13,26,Female,Both,1165.4,70.6,1,1,1107.9,0
P13,26,Female,Both,949.9,64.3,1,2,867.8,0
P13,26,Female,Both,1211.7,73.7,1,3,1075.4,1
P13,26,Female,Both,1015.2,67.1,2,4,780.2,0
P13,26,Female,Both,1156.6,65.0,2,5,1199.8,1
P13,26,Female,Both,1113.3,65.6,2,6,1046.4,1
P13,26,Female,Both,1220.4,70.9,1,7,1122.8,0
P13,26,Female,Both,1353.8,69.6,2,8,1359.2,0
P13,26,Female,Both,1040.1,66.6,1,9,845.6,1
P13,26,Female,Both,1048.2,67.7,1,10,971.2,1
P13,26,Female,Both,1027.2,74.9,2,11,1071.2,0
P13,26,Female,Both,1055.7,73.6,2,12,1051.8,1
P13,26,Female,Both,1075.1,69.0,1,13,929.5,1
P13,26,Female,Both,1053.0,61.0,1,14,986.4,1
P13,26,Female,Both,1062.3,63.2,2,15,993.1,1
P13,26,Female,Both,998.9,77.5,2,16,1029.5,1
P13,26,Female,Both,1177.1,65.9,2,17,1141.0,1
P13,26,Female,Both,1143.8,69.7,1,18,971.5,1
P13,26,Female,Both,1079.6,58.5,2,19,1031.2,1
P13,26,Female,Both,1352.8,66.0,1,20,1222.2,0
P13,26,Female,Both,1120.2,63.9,1,21,992.8,0
P13,26,Female,Both,1192.6,64.1,2,22,1061.3,1
P13,26,Female,Both,1072.0,67.9,2,23,1058.0,0
P13,26,Female,Both,1173.3,72.8,2,24,1181.4,1
P13,26,Female,Both,1200.9,73.4,1,25,1158.7,0
P14,27,Male,Baseline,446.3,36.9,2,1,615.8,1
P14,27,Male,Baseline,532.6,42.8,2,2,682.4,1
P14,27,Male,Baseline,499.3,35.6,1,3,540.0,1
P14,27,Male,Baseline,498.4,46.1,1,4,570.0,1
P14,27,Male,Baseline,487.1,38.1,2,5,678.3,1
P14,27,Male,Baseline,454.1,43.1,1,6,623.0,0
P14,27,Male,Baseline,465.5,37.8,2,7,662.2,0
P14,27,Male,Baseline,494.7,45.9,2,8,671.4,1
P14,27,Male,Baseline,513.1,44.8,1,9,545.8,0
P14,27,Male,Baseline,481.0,37.1,1,10,592.0,1
P14,27,Male,Baseline,497.4,39.8,2,11,602.6,0
P14,27,Male,Baseline,457.9,37.4,1,12,570.1,1
P14,27,Male,Baseline,470.4,38.2,2,13,662.0,1
P14,27,Male,Baseline,545.0,38.8,1,14,595.7,1
P14,27,Male,Baseline,501.1,39.3,1,15,570.6,1
P14,27,Male,Baseline,468.2,37.0,2,16,718.4,0
P14,27,Male,Baseline,431.8,33.0,1,17,562.3,0
P14,27,Male,Baseline,503.7,38.7,1,18,594.0,1
P14,27,Male,Baseline,470.2,37.9,2,19,562.3,0
P14,27,Male,Baseline,510.6,39.0,1,20,599.8,1
P14,27,Male,Baseline,420.7,40.7,2,21,699.0,1
P14,27,Male,Baseline,513.7,34.4,1,22,625.1,1
P14,27,Male,Baseline,389.1,40.8,2,23,603.8,1
P14,27,Male,Baseline,471.7,38.5,1,24,519.0,1
P14,27,Male,Baseline,422.1,43.0,2,25,556.8,0
P14,27,Male,Light,1093.3,45.6,1,1,905.6,1
P14,27,Male,Light,1091.5,38.5,1,2,859.2,1
P14,27,Male,Light,1080.0,37.8,2,3,956.7,1
P14,27,Male,Light,1060.5,35.7,1,4,730.7,1
P14,27,Male,Light,1249.8,37.2,2,5,1105.6,1
P14,27,Male,Light,1156.8,37.4,1,6,912.7,1
P14,27,Male,Light,887.6,41.7,2,7,751.8,1
P14,27,Male,Light,1003.4,32.1,2,8,910.3,1
P14,27,Male,Light,961.7,38.9,1,9,727.1,1
P14,27,Male,Light,1160.7,26.1,2,10,914.1,1
P14,27,Male,Light,1081.2,39.6,2,11,800.6,1
P14,27,Male,Light,1176.3,38.2,1,12,873.3,1
P14,27,Male,Light,948.9,42.3,2,13,774.0,1
P14,27,Male,Light,929.2,37.4,1,14,636.3,1
P14,27,Male,Light,1108.9,35.4,2,15,966.7,0
P14,27,Male,Light,1134.7,44.5,2,16,967.3,1
P14,27,Male,Light,1036.4,36.8,1,17,824.4,1
P14,27,Male,Light,1175.7,46.5,1,18,861.6,1
P14,27,Male,Light,1177.7,37.8,1,19,981.1,1
P14,27,Male,Light,1183.1,37.4,1,20,917.3,1
P14,27,Male,Light,1298.9,37.6,2,21,1172.7,1
P14,27,Male,Light,994.8,37.1,1,22,734.5,0
P14,27,Male,Light,1115.5,40.0,1,23,961.3,1
P14,27,Male,Light,1164.4,40.9,1,24,868.6,1
P14,27,Male,Light,966.8,41.2,1,25,759.3,1
P14,27,Male,Noise,376.3,78.3,1,1,796.2,1
P14,27,Male,Noise,447.5,57.0,1,2,619.3,1
P14,27,Male,Noise,437.1,61.1,2,3,714.6,0
P14,27,Male,Noise,452.6,69.1,1,4,571.7,1
P14,27,Male,Noise,459.2,70.3,2,5,761.5,0
P14,27,Male,Noise,519.9,67.8,1,6,619.8,1
P14,27,Male,Noise,457.6,76.7,1,7,680.3,1
P14,27,Male,Noise,577.8,74.5,2,8,687.4,0
P14,27,Male,Noise,471.4,68.7,1,9,667.3,0
P14,27,Male,Noise,427.5,62.4,2,10,658.4,1
P14,27,Male,Noise,559.9,73.0,2,11,707.0,1
P14,27,Male,Noise,421.9,71.9,2,12,747.3,1
P14,27,Male,Noise,496.4,66.9,2,13,708.0,1
P14,27,Male,Noise,421.2,71.7,1,14,659.7,0
P14,27,Male,Noise,396.6,67.3,2,15,801.8,0
P14,27,Male,Noise,558.5,67.8,2,16,758.6,1
P14,27,Male,Noise,459.4,64.6,1,17,705.0,1
P14,27,Male,Noise,468.0,64.8,2,18,650.9,1
P14,27,Male,Noise,471.8,76.8,1,19,586.1,1
P14,27,Male,Noise,438.6,72.9,1,20,682.6,1
P14,27,Male,Noise,482.9,65.6,1,21,669.1,1
P14,27,Male,Noise,373.3,67.7,2,22,834.0,1
P14,27,Male,Noise,406.1,66.4,2,23,804.0,1
P14,27,Male,Noise,449.3,68.2,2,24,568.2,1
P14,27,Male,Noise,481.5,72.2,2,25,703.7,1
P14,27,Male,Both,954.9,69.1,1,1,833.3,1
